,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,province_id,variety_numerical,vintage,lat,lon,total_fires,sum_fire_size,total_fires_current,sum_fire_size_current,norm_vintage,norm_variety_numerical,norm_price,norm_points,norm_total_fires,norm_sum_fire_size,norm_total_fires_current,norm_sum_fire_size_current,mean_temp,mean_rain,norm_temp,norm_rain,ratings,reviews
4927,4927,US,"Very little of this bottling was made. It's an experiment in making a white wine the way one would a red, fermented with skins and seeds, then aged eight months in new French oak. It's not for everyone. Cloudy and funky, it's teeming with acidity and yet somewhat dense on the palate, the fruit muted in favor of a taste of flowers and clay.",100% Skin Fermented,86,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2013 100% Skin Fermented Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,7,125,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.17806267806267806,0.022354694485842028,0.060606060606060615,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,167.0
4928,4928,US,"A campfire smoke scent kicks off and dominates the nose of this wine, along with dried lemon peel, toasted cashew and a tangerine rind touch. It's very familiar and easy to enjoy with its dominant citrus- and stonefruit-laced smoke flavor.",Benchbreak,88,22.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Cambria 2015 Benchbreak Chardonnay (Santa Maria Valley),Chardonnay,Cambria,7,125,2015,37.3923372,-121.4896682,78,254.02,88,998.9700000000003,0.011904761904761904,0.17806267806267806,0.008445106805762544,0.08080808080808081,0.17410714285714285,0.000994556212276399,0.19642857142857145,0.003911234624745117,60.220293598703,12.206210768346615,0.22663345877185834,0.07436867783773543,4.0,79.0
4929,4929,US,"This hearty blend of Merlot and Cabernet Sauvignon with smaller amounts of Malbec and Petit Verdot is a great go-to wine for a crowd. Cabernet leads the way with cedar, cranberry and tobacco notes, clipped by sizable tannin. As it opens, layers of dense raspberry and vanilla flavors unfurl.",Mountain Cuvée,88,20.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Gundlach Bundschu 2014 Mountain Cuvée Red (Sonoma County),Bordeaux-style Red Blend,Gundlach Bundschu,7,62,2014,38.2218938,-121.9163555,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.08831908831908833,0.00745156482861401,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,497.0
4931,4931,US,"Deep strawberry, blackberry, black olive and oregano show on the nose of this bottling that comes from a vineyard 1,100 feet above the town of Saratoga. The 100% American oak treatment makes for a savory sip, with bay leaf, white pepper, cracked peppercorn and olive, all bone dry and mouth-drying in tannins.",Lonehawk Vineyard,91,42.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,La Honda Winery 2012 Lonehawk Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,La Honda Winery,7,80,2012,38.24690555,-121.971724216502,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.11396011396011395,0.01838052657724789,0.1111111111111111,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.5,72.0
4937,4937,US,"Cranberry juice, touches of juniper and muddy-soil notes arise on the nose of this bottling from a popular vineyard in the region. The earthy palate combines a line of beet juice with clay, turned earth, black plum and dried pine needles, framed by chalky tannins.",Soberanes Vineyard,91,55.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Bernardus 2014 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Bernardus,7,440,2014,38.82549575,-121.187712140294,305,1050.159999999999,196,333.73000000000036,0.011408730158730158,0.6267806267806267,0.024838549428713358,0.1111111111111111,0.6808035714285714,0.004111657160397537,0.4375,0.0013066421727541257,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.5,278.0
4941,4941,US,"This is a simple, straightforward combination of apple and caramel, light-bodied with layers of texture and complexity. A great midweek wine that works for larger gatherings as well, it's a great example of cool-climate fruit that isn't overdone in oak or ripeness.",Estate Grown,88,25.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Cuvaison 2014 Estate Grown Chardonnay (Carneros),Chardonnay,Cuvaison,7,125,2014,38.792,-122.570971,259,4961.870000000004,146,4524.430000000025,0.011408730158730158,0.17806267806267806,0.009935419771485344,0.08080808080808081,0.578125,0.019427047606518786,0.32589285714285715,0.01771435305688424,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,270.0
4943,4943,US,"Squeezed lemon rinds and pith, wound up wet concrete notes, a touch of toasted almond and a slight show of nectarine flesh comprise the nose of this bottling. Classic Cali Chard buttery notes lead the sip, with ripe stonefruit, sea salt, caramel and jasmine, uplited by a decent acidity.",Wrights Station Vineyard,87,30.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Byington 2014 Wrights Station Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Byington,7,125,2014,38.24690555,-121.971724216502,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.012419274714356679,0.0707070707070707,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,182.0
4945,4945,US,"Dull and dusty on the nose, this burly Zin opens up in the glass, offering a slight sweetness of blackberry and vanilla amid its soft texture and structure.",Rocky Draw,86,22.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Rocky Draw Zinfandel (El Dorado),Zinfandel,Lava Cap,7,702,2010,41.209752,-122.2716101,48,114.91,25,398.13000000000017,0.009424603174603174,1.0,0.008445106805762544,0.060606060606060615,0.10714285714285714,0.0004499033712017992,0.05580357142857143,0.0015587853901015785,47.77614311710699,62.75202398355338,0.03134202149381347,0.6218452857292647,4.0,116.0
4951,4951,US,"This wine is both intensely ripe and veering on sugary, while not offering much in terms of body. It becomes somewhat flat on the finish.",Tin Cross Harrison Block Reserve,85,40.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Byington 2014 Tin Cross Harrison Block Reserve Chardonnay (Alexander Valley),Chardonnay,Byington,7,125,2014,38.18380689999999,-122.5913723,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.017386984600099353,0.0505050505050505,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,182.0
4956,4956,US,"The Paso producer heads a bit north to produce this wine. Aromas suggest browned butter, lemon slices, pan-seared peach and a bit of smoke, with some steely aromatic backbone. The palate is consumed by lemon blossoms and buttered toast.",Reserve,89,28.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Sextant 2013 Reserve Chardonnay (Santa Lucia Highlands),Chardonnay,Sextant,7,125,2013,38.82549575,-121.187712140294,164,608.6900000000004,305,1050.159999999999,0.010912698412698412,0.17806267806267806,0.011425732737208148,0.09090909090909093,0.36607142857142855,0.0023831840833419484,0.6808035714285714,0.004111657160397537,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,81.0
4957,4957,US,"Sharp cinnamon and squeezed pomegranate aromas mix with strawberry blossoms and dried cherries on the nose of this wine from the longtime regional producer. The palate is driven by chaparral aromas of wild sage, coyote brush and juniper, spicing up the red-fruit flavors.",Kali Hart Estate Grown,89,21.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Talbott 2013 Kali Hart Estate Grown Pinot Noir (Monterey County),Pinot Noir,Talbott,7,440,2013,35.39813445,-120.61366682466999,111,338.2700000000001,134,968.8100000000003,0.010912698412698412,0.6267806267806267,0.007948335817188276,0.09090909090909093,0.24776785714285715,0.0013244174865236502,0.29910714285714285,0.0037931501614656272,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,104.0
4959,4959,US,"From a storied site, this wine opens in aromas of syrupy kirsch and baking spices, inviting and full bodied, with a marked intensity. On the palate it delves into richer notes of wild strawberry, cinnamon and rose petal, along with a strong reminder of pine and forest floor. It remains soft through the finish.",Keefer Ranch,92,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Della 2013 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Della,7,440,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6267806267806267,0.03229011425732737,0.12121212121212124,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,715.0
4961,4961,US,"Quite youthful for its advanced age, this bottling shows crushed herbs, ground coffee, dense blueberries, leathery smoked meats and tobacco on the nose. The palate conveys tangy boysenberries with black pepper and crushed herbs, laid across a smooth tannic structure.",Grande,92,27.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Oso Libre 2007 Grande Red (Paso Robles),Bordeaux-style Red Blend,Oso Libre,7,62,2007,37.050096,-121.9905908,3,3.2,46,47793.99999999999,0.007936507936507936,0.08831908831908833,0.01092896174863388,0.12121212121212124,0.006696428571428571,1.2528855520370356e-05,0.10267857142857142,0.18712628773143145,57.8412699567185,12.976363618896684,0.18929841151019786,0.0827104304648411,4.5,132.0
4962,4962,US,"Blackberry fruit makes friends with black earth, coffee syrup, dill and dried garden herbs on this nuanced bottling. The palate blends cherry cola with milk chocolate, and boisterous acidity with black rock minerality, finishing on a cream-soda spritz.",Nativo,92,32.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Oso Libre 2012 Nativo Primitivo (Paso Robles),Primitivo,Oso Libre,7,459,2012,37.050096,-121.9905908,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,0.6538461538461539,0.013412816691505215,0.12121212121212124,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.5,132.0
4967,4967,US,"This wine employs 73% Spottswoode Estate Vineyard fruit, but also ventures to other sites, including Young Inglewood, Oakville Ranch and Darms Lane. Dusty cedar, blackberry and pencil shavings dot a structured, classically stylized landscape, additionally seasoned in black pepper and clove. It has length for miles; enjoy best 2023 through 2033.",Lyndenhurst,95,80.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Spottswoode 2013 Lyndenhurst Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Spottswoode,7,80,2013,38.2971367,-122.28552930000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.11396011396011395,0.03725782414307005,0.15151515151515152,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.5,17.0
4968,4968,US,"Dark yellow in color, this wine shows tangy green apple and a richer, more concentrated element of apple-spice cake, with supportive, balanced acidity. With a bright, lifted finish, this less-expensive offering compared with many of the producer's single-vineyard designates never lets up on complexity or deliciousness.",Russian River Selection,95,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Russian River Selection Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,7,125,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.01490312965722802,0.15151515151515152,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,167.0
4973,4973,US,"From an organically grown, seven-acre vineyard that was planted nearly 40 years ago comes this savory, cooler-climate-styled Syrah. It's redolent with cracked black pepper, soy, charcoal and tar on the nose, plus an underlying lavender and black-currant sweetness. The palate is very tarry and peppery, with flavors of dried elderberry and roasted lamb with a rosemary touch.",Finley Vineyard,94,33.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cooper-Garrod 2012 Finley Vineyard Syrah (Santa Cruz Mountains),Syrah,Cooper-Garrod,7,560,2012,38.24690555,-121.971724216502,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.7977207977207977,0.013909587680079485,0.1414141414141414,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.0,143.0
4975,4975,US,"Intriguing lemongrass, Asian pear, chamomile, jasmine and pink grapefruit aromas arise on the nose of this dynamic single-block bottling. Tons of energy show on the sip, which is light and yet offers lots of intriguing flavors, from white sesame and chalk to lime peels and grippy yellow grapefruit pithiness.",Block UU Bien Nacido Vineyard,94,35.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2015 Block UU Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen,7,125,2015,37.3923372,-121.4896682,78,254.02,88,998.9700000000003,0.011904761904761904,0.17806267806267806,0.01490312965722802,0.1414141414141414,0.17410714285714285,0.000994556212276399,0.19642857142857145,0.003911234624745117,60.220293598703,12.206210768346615,0.22663345877185834,0.07436867783773543,4.0,150.0
4978,4978,US,"Very rich aromas of cherry, blueberry syrup and hot blackberry jam-filled pastry greet the nose. So the sour cherry and tart cranberry flavors are surprising on this medium-bodied wine, which also picks up interesting peppery notes into a lingering finish.",Nola,87,34.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Sevtap 2012 Nola Merlot (Santa Ynez Valley),Merlot,Sevtap,7,326,2012,35.2827525,-120.6596156,130,9429.820000000003,111,338.2700000000001,0.010416666666666666,0.4643874643874644,0.014406358668653753,0.0707070707070707,0.29017857142857145,0.03692026636346837,0.24776785714285715,0.0013244174865236502,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.0,262.0
4983,4983,US,"Dark gold in color with a waft of cologne, this aromatic white pushes on tartness despite its medium-bodied, okay underside. Wet stone and dried flowers provide additional complexity.",Estate Grown,88,28.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Belden Barns 2014 Estate Grown Grüner Veltliner (Sonoma Mountain),Grüner Veltliner,Belden Barns,7,238,2014,38.29621270000001,-122.26035800000001,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.33903133903133903,0.011425732737208148,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,5.0,20.0
4986,4986,US,"Black cherry, crushed lava rocks, anise, turned loam and a hint of vanilla show on the nose of this bottling. It's rather light and easy on the sip, with a lighter body presenting flavors of candied red fruit and sagebrush spice.",Tondre,88,48.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,AuburnJames 2014 Tondre Pinot Noir (Santa Lucia Highlands),Pinot Noir,AuburnJames,7,440,2014,38.82549575,-121.187712140294,305,1050.159999999999,196,333.73000000000036,0.011408730158730158,0.6267806267806267,0.02136115250869349,0.08080808080808081,0.6808035714285714,0.004111657160397537,0.4375,0.0013066421727541257,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.5,16.0
4989,4989,US,"Bursting with boysenberry and olallieberry, this wine by Steve Martell gains complexity with aromas of slate, asphalt and dark chocolate. A sizzle of acidity entertains the tongue, along with dark flavors of dried berries, black peppercorns and purple flowers. A tart plum-skin element leads the finish.",Praying Mantis,92,48.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Kaleidos 2012 Praying Mantis Syrah (Paso Robles),Syrah,Kaleidos,7,560,2012,37.050096,-121.9905908,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,0.7977207977207977,0.02136115250869349,0.12121212121212124,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.5,17.0
4990,4990,US,"With the goal of adding subtle aromatics and structure, this wine was given eight months in 50% new French oak puncheons, with the other 50% in neutral. The wine intrigues as much as refreshes, with crisp acidity and bright sparks of citrus prominent. Medium bodied, it has a complexity of baked apple and pear lurking in the background.",Rochioli-Allen Vineyards Oak Puncheon Fermented,92,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2013 Rochioli-Allen Vineyards Oak Puncheon Fermented Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,7,125,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.17806267806267806,0.0273224043715847,0.12121212121212124,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,167.0
4993,4993,US,"Violets and white pepper intrude pleasantly on the nose of this estate-grown wine, accented by 10% Zinfandel. Layered and mischievously elegant despite its size, it's drinkable now, as satisfying as a piece of blueberry pie, and yet structured. It's a fine wine to lie down, through 2022.",East Ridge Vineyard Estate,92,28.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Gustafson Family 2012 East Ridge Vineyard Estate Petite Sirah (Dry Creek Valley),Petite Sirah,Gustafson Family,7,419,2012,38.489867499999995,-122.32184140000001,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.5968660968660968,0.011425732737208148,0.12121212121212124,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.5,11.0
4995,4995,US,"This wine combines smoky, baked blackberry fruit with sweet vanilla accents. It's full bodied, soft and smooth on the palate, proving likably approachable.",Molly's Estate,87,42.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Wilson 2014 Molly's Estate Zinfandel (Dry Creek Valley),Zinfandel,Wilson,7,702,2014,38.489867499999995,-122.32184140000001,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,1.0,0.01838052657724789,0.0707070707070707,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,122.0
4997,4997,US,"Dried strawberries, wild berries, cloves cinnamon and cocoa powder power the nose on this bottling from a vineyard named after a famous composer who once owned the property. There's not much fruit on the palate, just a touch of dried black cherries, but plenty of dried herbs, milk and dark chocolate and mocha-cappuccino flavors. It's a touch hot.",Paderewski Vineyard,89,65.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Epoch Estate Wines 2012 Paderewski Vineyard Zinfandel (Paso Robles),Zinfandel,Epoch Estate Wines,7,702,2012,37.050096,-121.9905908,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,1.0,0.02980625931445604,0.09090909090909093,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.0,90.0
5000,5000,US,"Very fruity and fresh but also smooth and supple, this full-bodied wine smells like ripe raspberries. Likewise, tastes recall raspberries and red cherries. and feel firm and grippy enough to counterbalance the ripeness and body. It's a very sleek but very big mouthful.",Premier Old Vine,89,20.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Renwood 2012 Premier Old Vine Zinfandel (Amador County),Zinfandel,Renwood,7,702,2012,36.6248089,-121.1177379,69,2037.9499999999994,64,260.40000000000003,0.010416666666666666,1.0,0.00745156482861401,0.09090909090909093,0.15401785714285715,0.007979119096168361,0.14285714285714285,0.0010195356179701378,50.196358295380705,47.74948850195828,0.06932350535534537,0.4593483999780045,4.5,277.0
5001,5001,US,"Beginning with a velvety texture and inviting bouquet of strawberry and rose, this classic blend of 82% Cabernet Sauvignon, 8% Cabernet Franc, 8% Petit Verdot and 2% Merlot is grown on the winery's 845-acre estate atop Spring Mountain. Kirsch, black pepper and chocolate combine atop a smooth, integrated palate that's elegant from start to finish, the oak tempered to good effect. Drink now through 2027.",Elivette,94,150.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Spring Mountain Vineyard 2012 Elivette Red (Napa Valley),Bordeaux-style Red Blend,Spring Mountain Vineyard,7,62,2012,38.2971367,-122.28552930000001,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.08831908831908833,0.07203179334326876,0.1414141414141414,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.5,70.0
5003,5003,US,"Longbow is a blend of several vineyard sites otherwise vineyard-designated by the producer, a chance to showcase winemaker Matt Courtney's way with fruit. In his first vintage at Arista, he excels in crafting a wine exuberant in high-toned black cherry and structured, silky tannin, lengthy and fresh in aromas of rose petal and cinnamon.",Longbow,94,64.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Arista 2013 Longbow Pinot Noir (Russian River Valley),Pinot Noir,Arista,7,440,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6267806267806267,0.029309488325881768,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.5,163.0
5004,5004,US,"An waft of leather saddle opens this release from an historic Diamond Mountain site celebrating 40 years of wines with this vintage. Soft and refined, it's a complex expression of cassis, black currant and mountain tannins, well integrated and age-worthy. The finish is lengthy in a touch of coffee. Drink now through 2022.",Fortieth Anniversary Volcanic Hill,94,200.0,California,Diamond Mountain District,Napa,Virginie Boone,@vboone,Diamond Creek 2012 Fortieth Anniversary Volcanic Hill Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Diamond Creek,7,80,2012,36.6974604,-121.40521399999999,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,0.11396011396011395,0.09687034277198213,0.1414141414141414,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.5,13.0
5005,5005,US,"Almond and anise open what evolves into a concentrated expression of a stellar vineyard site in a great vintage in good winemaking hands. Honey and baked peach initially fool the palate into anticipating that this wine might head into full-blown hedonism, but subtle layers of lemon, grapefruit and pear keep it crisp, fresh and ultimately complex. Creamy, it retains plenty of acidity for balance.",Olivet Lane Vineyard,94,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2013 Olivet Lane Vineyard Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,7,125,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.17806267806267806,0.01987083954297069,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,167.0
5007,5007,US,"This is an eclectic collection of white Rhône varieties, beginning with equal parts Roussanne and Viognier, supported by Grenache Blanc, Picpoul Blanc and Marsanne. A combination of honey and dried apricot are the standouts, aligned with a lilt of fresh peach and salty caramel.",Verah,88,28.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Mounts 2013 Verah White (Dry Creek Valley),Rhône-style White Blend,Mounts,7,476,2013,38.489867499999995,-122.32184140000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6780626780626781,0.011425732737208148,0.08080808080808081,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.5,30.0
5008,5008,US,"Quite a solid deal from an expert Zin house, this wine shows aromas of candied cherry and pomegranate, with cinnamon, a hint of tar and a little crushed espresso bean. Dried blueberries enliven the palate, along with mineral tones and more cinnamon-based baking spice.",Westside,88,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Peachy Canyon 2013 Westside Zinfandel (Paso Robles),Zinfandel,Peachy Canyon,7,702,2013,37.050096,-121.9905908,171,324.6700000000003,224,614.9100000000012,0.010912698412698412,1.0,0.008445106805762544,0.08080808080808081,0.38169642857142855,0.0012711698505620767,0.5,0.002407537046259672,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,143.0
5011,5011,US,"Aromatically this wine offers a lot of pleasant things, from anise and violet to pretty dark cherry and blackberry fruit. The tannins are pronounced and leathery, the mouthfeel quite concentrated, making it a hearty wine that could take a little more time in bottle to come around. The 2009 is more accessible.",Shake Ridge Vineyards,87,38.0,California,Amador County,Sierra Foothills,Virginie Boone,@vboone,Yorba 2008 Shake Ridge Vineyards Tempranillo (Amador County),Tempranillo,Yorba,7,584,2008,36.6248089,-121.1177379,24,724.5,13,255410.4,0.008432539682539682,0.8319088319088319,0.016393442622950817,0.0707070707070707,0.05357142857142857,0.00283661119515885,0.029017857142857144,1.0,49.653437938769436,34.55489224819293,0.06080322131290064,0.31643383712878176,5.0,24.0
5013,5013,US,"This is the flagship Chardonnay from Thomas Fogarty Winery, a one-barrel lot that comes from a third-acre vineyard. And yet, from the winery's excellent 2011 line-up, it brings the least to the table. A zesty, grassy lemon-lime soda nose lands on the palate with Key lime and very little complication, making it pleasurable, but fairly breezy for the headiest of the Fogarty lot. Pair with halibut or seared scallops.",Albutom Vineyard Estate,87,75.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2011 Albutom Vineyard Estate Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty,7,125,2011,38.24690555,-121.971724216502,0,0.0,202,1756.3799999999967,0.00992063492063492,0.17806267806267806,0.03477396920019872,0.0707070707070707,0.0,0.0,0.4508928571428572,0.006876697268396262,57.042925424426,23.08496435073863,0.17676964537344553,0.19219966581724968,4.0,205.0
5015,5015,US,"A dark-golden SB from the Sierra Foothills with a nose full of honeysuckle and mango, this wine's got significant depth and concentration but also a healthy dose of alcohol (14.7%) and is a tad sweet on the finish. A small amount of Sémillon is blended in for body and texture. Pair with seafood.",Estate,86,14.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2009 Estate Sauvignon Blanc (El Dorado),Sauvignon Blanc,Lava Cap,7,514,2009,41.209752,-122.2716101,35,128.76999999999998,48,114.91,0.008928571428571428,0.7321937321937322,0.0044709388971684045,0.060606060606060615,0.078125,0.0005041689766744032,0.10714285714285714,0.0004499033712017992,49.30840341130849,40.25870527229962,0.055388445199573116,0.378213517934194,4.0,116.0
5018,5018,US,"A blockbuster style of Zin from three vineyard sites, all relatively old vine, this is zesty on the palate, a mix of berry compote and cinnamon and black pepper spice. Not too dense, it is hearty and big-shouldered.",Tres Viejos Old Vine,88,45.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,St. Francis 2011 Tres Viejos Old Vine Zinfandel (Sonoma County),Zinfandel,St. Francis,7,702,2011,38.2218938,-121.9163555,0,0.0,202,1756.3799999999967,0.00992063492063492,1.0,0.01987083954297069,0.08080808080808081,0.0,0.0,0.4508928571428572,0.006876697268396262,59.75717446818499,18.04033827610618,0.21936552989526853,0.13755983324274798,5.0,10.0
